Index,passenger_count,year,month,weekday,hour,abs_longi,abs_lat,distance,amount
40,1,2014,6,5,13,0.04066,0.05556,7.063290872,21.928
41,1,2014,6,5,13,0.019643,0.017787,2.578631373,11.762
42,1,2014,6,5,13,0.039713,0.047537,6.256122583,18.489
43,1,2014,6,5,13,0.006514,0.020717,2.368064492,10.481
44,1,2014,6,5,13,0.00347,0.00459,0.588149838,4.841
45,1,2014,6,5,13,0.017618,0.024282,3.080871135,10.69
46,1,2014,6,5,13,0.01045,0.000468,0.882091646,6.806
47,1,2014,6,5,13,0.014375,0.001503,1.221979951,8.123
48,1,2014,6,5,13,0.011839,0.00288,1.047761659,7.315
49,1,2014,6,5,13,0.00732,0.0029,0.695939761,5.178
50,1,2014,6,5,13,0.03329,0.009957,3.01619986,12.953
51,1,2014,6,5,13,0.034084,0.0163,3.395176046,15.8804
52,1,2014,6,5,13,0.046508,0.042523,6.141891575,17.7183
53,1,2014,6,5,13,0.004356,0.009385,1.106166279,6.286
54,1,2014,6,5,13,0.006368,0.011017,1.337412963,6.97
55,1,2014,6,5,13,0.028245,0.037727,4.822818508,14.5833
56,1,2014,6,5,13,0.021493,0.028295,3.629456836,12.12
57,1,2014,6,5,13,0.027662,0.006355,2.43464946,12.34
58,1,2014,6,5,13,0.030293,0.02534,3.801562718,16.8062
59,1,2014,6,5,13,0.02709,0.028133,3.872050664,14.31
60,1,2014,6,5,13,0.01453,0.0054,1.364357599,8.14
61,1,2014,6,5,13,0.002285,0.023425,2.611841032,11.752
62,1,2014,6,5,13,0.002315,0.006695,0.769570593,5.306
63,1,2014,6,5,13,0.005915,0.006007,0.833367951,5.415
64,1,2014,6,5,13,0.00738,0.01261,1.533795293,8.385
65,1,2014,6,5,13,0.0065,0.011117,1.351904093,6.905
66,1,2014,6,5,13,0.009565,0.023005,2.681923564,11.412
67,1,2014,6,5,13,0.005937,0.007832,1.004194978,5.663
68,1,2014,6,5,13,0.003359,0.004313,0.55685409,5.422
69,1,2014,6,5,13,0.03229,0.0432,5.520306567,17.2616
70,1,2014,6,5,13,0.014282,0.002367,1.231987366,8.333
71,1,2014,6,5,13,0.005887,0.003562,0.634579175,5.153
72,1,2014,6,5,13,0.026903,0.01635,2.905408118,12.2616
73,1,2014,6,5,13,0.00779,0.01082,1.370448696,6.16
74,1,2014,6,5,13,0.019337,0.016757,2.474959807,10.075
75,1,2014,6,5,13,0.033545,0.006802,2.924349294,14.8523
76,1,2014,6,5,13,0.19017,0.00439,16.05269063,61.6028
77,1,2014,6,5,13,0.003187,0.001488,0.315302829,4.49
78,1,2014,6,5,13,0.000115,0.004072,0.452889299,4.97
79,1,2014,6,5,13,0.004728,0.006063,0.782948274,5.412
80,1,2014,6,5,13,0.008892,0.00728,1.103128417,6.863
81,1,2014,6,5,13,0.011229,0.004638,1.07704964,6.674
82,1,2014,6,5,13,0.008833,0.012007,1.528424112,7.7
83,1,2014,6,5,13,0.00451,0.021949,2.470024587,9.996
84,1,2014,6,5,13,0.032438,0.048077,6.004135573,17.118
85,1,2014,6,5,13,0.0077,0.00975,1.263205434,7.005
86,1,2014,6,5,13,0.003065,0.003408,0.458554996,4.609
87,1,2014,6,5,13,0.000583,0.012583,1.400027551,7.815
88,1,2014,6,5,13,0.053966,0.021715,5.149300604,20.0674
89,1,2014,6,5,13,0.0163,0.019133,2.532070081,9.077
90,1,2014,6,5,13,0.006482,0.023292,2.646920795,12.072
91,1,2014,6,5,13,0.01777,0.01204,2.00835046,9.134
92,1,2014,6,5,13,0.014245,0.00245,1.230737603,8.273
93,1,2014,6,5,13,0.00926,0.008328,1.210701347,6.824
94,1,2014,6,5,13,0.03104,0.029183,4.166982883,14.6
95,1,2014,6,5,13,0.01505,0.03713,4.318747596,15.48
96,1,2014,6,5,13,0.013277,0.02482,2.978064098,10.805
97,1,2014,6,5,13,0.025227,0.029779,3.934529906,12.565
98,1,2014,6,5,13,0.01553,0.00432,1.393548754,9.565
99,1,2014,6,5,13,0.005117,0.023445,2.642338096,12.029
100,1,2014,6,5,13,0.028734,0.012695,2.801500673,14.1095
101,1,2014,6,5,13,0.014441,0.001927,1.235167938,8.473
102,1,2014,6,5,13,0.204246,0.104957,20.80145121,55.1046
103,1,2014,6,5,13,0.00954,0.008614,1.250312505,7.775
104,1,2014,6,5,13,2.80E-05,0.000225,0.025129844,15.721
105,1,2014,6,5,13,3.10E-05,0.005205,0.578775477,5.662
106,1,2014,6,5,13,0.025855,0.019482,3.071409675,12.225
107,1,2014,6,5,13,0.020018,0.01619,2.466984154,9.917
108,1,2014,6,5,13,0.019373,0.023393,3.070956482,11.175
109,1,2014,6,5,13,0.111318,0.016693,9.556859032,36.7628
110,1,2014,6,5,13,0.108513,0.054415,10.97101722,27.9306
111,1,2014,6,5,13,0.035718,0.049112,6.235373501,17.733
112,1,2014,6,5,13,0.022837,0.018203,2.792511125,12.306
113,1,2014,6,5,13,0.01473,0.018225,2.376572193,8.95
114,1,2014,6,5,13,0.006538,0.009157,1.157551217,5.805
115,1,2014,6,5,13,0.00715,0.014857,1.758290771,8.119
116,1,2014,6,5,13,0.01182,0.07423,8.313878986,23.4839
117,1,2014,6,5,13,0.01562,0.023294,2.904876949,10.07
118,1,2014,6,5,13,0.015434,0.005105,1.418815995,9.155
119,1,2014,6,5,13,0.009072,0.022662,2.633191176,11.85
120,1,2014,6,5,13,0.031174,5.50E-05,2.624864662,15.095
121,1,2014,6,5,13,0,0,0,36.0202
122,1,2014,6,5,13,0.02281,0.006625,2.057016192,9.908
123,1,2014,6,5,13,0.01182,0.00046,0.996942552,6.696
124,1,2014,6,5,13,0.007778,0.010725,1.36058638,6.29
125,1,2014,6,5,13,0.007227,0.00043,0.610908963,5.452
126,1,2014,6,5,13,0.017058,0.00612,1.589642107,9.578
127,1,2014,6,5,13,0.013587,0.026287,3.139144741,11.328
128,1,2014,6,5,13,0.019466,0.003387,1.683040144,11.045
129,1,2014,6,5,13,0.032279,0.045205,5.715223262,17.24
130,1,2014,6,5,13,0.008927,0.00536,0.959356348,5.765
131,1,2014,6,5,13,0.001975,0.002545,0.328246664,5.078
132,1,2014,6,5,13,0.007088,0.012402,1.502678197,6.94
133,1,2014,6,5,13,0.009459,0.009117,1.289448104,6.67
134,1,2014,6,5,13,0.000477,0.01237,1.376068354,7.45
135,1,2014,6,5,13,0.00611,0.002502,0.584974102,5.549
136,1,2014,6,5,13,0.01007,0.029385,3.375785993,13.11
137,1,2014,6,5,13,0.00908,0.005008,0.945991471,5.939
138,1,2014,6,5,13,0.050703,0.051855,7.175662385,21.865
139,1,2014,6,5,13,0.00362,0.01698,1.91256916,8.232
140,1,2014,6,5,13,0.006978,0.00162,0.614659934,5.396
141,1,2014,6,5,13,0.020332,0.012695,2.220187634,9.64
142,1,2014,6,5,13,0.002637,0.017805,1.992248614,9.255
143,1,2014,6,5,13,0.003632,0.00694,0.830170584,5.203
144,1,2014,6,5,13,0.010532,0.006395,1.136833481,6.99
145,1,2014,6,5,13,0.012942,0.018535,2.331608109,8.817
146,1,2014,6,5,13,0.029427,0.009435,2.691109498,13.7348
147,1,2014,6,5,13,0.00696,0.020235,2.325197655,10.201
148,1,2014,6,5,13,0.014865,0.014538,2.044379276,8.775
149,1,2014,6,5,13,0.00781,0.00651,0.97811857,5.47
150,1,2014,6,5,13,0.012815,0.024692,2.950328585,10.83
151,1,2014,6,5,13,0.000732,0.020165,2.243093466,9.663
152,1,2011,12,0,9,0.0051,0.0101,1.202454014,5.933
153,1,2011,12,0,9,0.003649,0.006142,0.748852842,4.836
154,1,2011,12,0,9,0.023612,0.031035,3.983424119,11.272
155,1,2011,12,0,9,0.011272,0.01532,1.950393137,6.58
156,1,2011,12,0,9,0.012176,0.01496,1.954157597,7.168
157,1,2013,6,3,0,0.032687,0.066739,7.914353337,21.779
158,1,2013,6,3,0,0.033131,0.017507,3.402056624,15.47
159,1,2009,2,4,13,0.013465,0.019927,2.489097493,8.19
160,1,2009,2,4,13,0.007246,0.04004,4.493902375,12.92
161,1,2009,2,4,13,0.012337,0.008643,1.415369413,6.899
162,1,2010,8,6,21,0.116953,0.007804,9.887421796,28.8506
163,1,2010,8,6,21,0.021049,0.056179,6.493730495,15.603
164,1,2010,8,6,21,0.00584,0.003909,0.656630175,4.136
165,1,2010,8,6,21,0.019989,0.019376,2.734329371,8.621
166,1,2012,8,0,8,0.002786,0.001529,0.289896759,4.666
167,1,2012,8,0,8,0.07121,0.00584,6.034184894,18.4998
168,1,2013,11,0,8,0.009606,0.004733,0.96494288,6.72
169,1,2013,11,0,8,0.012082,0.020849,2.531922271,8.776
170,1,2013,11,0,8,0.003818,0.021346,2.39525187,9.658
171,1,2011,6,4,20,0.014063,0.019425,2.463494573,7.8097
172,1,2011,6,4,20,0.033639,0.07418,8.721398754,19.7957
173,1,2011,3,0,20,0.014108,0.009263,1.572648037,6.312
174,1,2011,3,0,20,0.001287,0.002336,0.281431202,4.936
175,1,2011,3,0,20,0.020561,0.017832,2.632717522,8.289
176,1,2011,8,6,20,0.004143,0.012997,1.486772513,7.002
177,1,2011,8,6,20,0.009604,0.016149,1.969542901,7.295
178,1,2011,8,6,20,0.018416,0.077057,8.707827691,21.9574
179,1,2011,8,6,20,0.0214,0.0095,2.088942786,7.859
180,1,2015,2,5,15,0.00531769,0.05433273,6.058115617,20.862
181,1,2015,2,5,15,0.02136993,0.00860596,2.039011161,10.386
182,1,2015,2,5,15,0.00125885,0.0477562,5.311306794,19.113
183,1,2015,2,5,15,0.02349091,0.00696945,2.125486347,10.085
184,1,2013,1,1,11,0.008238,0.021337,2.471959624,10.701
185,1,2014,9,4,19,0.009726,0.018076,2.170564286,9.807
186,1,2013,11,5,18,0.020455,0.003267,1.761647287,9.364
187,1,2013,11,5,18,0.010609,0.028855,3.330714239,13.839
188,1,2013,4,3,16,0.195092,0.105747,20.21778191,53.5031
189,1,2013,4,3,16,0.0159,0.002729,1.373269157,8.415
190,1,2013,9,5,14,0.018697,0.010996,1.992826159,9.449
191,1,2013,9,5,14,0.021565,0.007558,2.0023559,9.268
192,1,2013,9,5,14,0.007731,0.005788,0.915636481,5.58
193,1,2011,5,5,13,0.006912,0.0095,1.206095647,5.129
194,1,2011,5,5,13,0.011999,0.007243,1.292338436,5.667
195,1,2011,5,5,13,0.008024,0.023544,2.703864722,7.9
196,1,2011,11,4,16,0.010713,0.009423,1.382963778,6.53
197,1,2011,11,4,16,0.021037,0.030591,3.83554153,10.315
198,1,2015,1,5,20,0.00318146,0.00806808,0.936323119,5.724
199,1,2010,11,0,23,0.005838,0.018308,2.094319693,7.889
200,1,2010,11,0,23,0.019883,0.023297,3.084727034,8.498
201,1,2010,11,0,23,0.026665,0.022628,3.373180231,10.358
202,1,2011,3,3,15,0.001223,0.002528,0.29938733,4.514
203,1,2011,3,3,15,0.018502,0.008669,1.832131964,7.694
204,1,2010,5,0,10,0.013687,0.004035,1.237225172,5.948
205,1,2010,5,0,10,0.010003,0.00171,0.863733205,5.372
206,1,2010,5,0,10,0.014865,0.018788,2.43608569,7.376
207,1,2010,5,0,10,0.014039,0.023561,2.874503001,8.008
208,1,2012,6,5,16,0.018309,0.009603,1.875704306,7.196
209,1,2012,8,2,22,0.025528,0.059489,6.955774343,17.523
210,1,2012,8,2,22,0.00701,0.009022,1.164133352,5.424
211,1,2012,12,6,2,0.043669,0.030869,5.031379212,16.297
212,1,2012,6,5,15,0.042339,0.017229,4.048249741,12.642
213,1,2012,6,5,15,0.011868,0.012508,1.712897201,6.718
214,1,2012,6,5,15,0.01349,0.035175,4.073157073,12.108
215,1,2012,6,5,15,0.008364,0.0116,1.469725671,5.718
216,1,2011,10,6,23,0.03003,0.040957,5.20915296,13.409
217,1,2011,10,6,23,0.020418,0.050383,5.860750587,14.4047
218,1,2011,10,6,23,0.009031,0.049081,5.51046252,13.7947
219,1,2011,10,6,23,0.00523,0.000351,0.442114864,5.997
220,1,2011,10,6,23,0.027967,0.034406,4.493467469,11.605
221,1,2011,10,6,23,0.002195,0.00394,0.475551335,5.035
222,1,2011,10,6,23,0.024605,0.038713,4.777630344,12.2247
223,1,2011,10,6,23,0.114535,0.044862,10.86122778,26.4391
224,1,2011,10,6,23,0.02609,0.025362,3.575163856,9.486
225,1,2011,10,6,23,0.01996,0.00506,1.772990239,8.172
226,1,2011,10,6,23,0.01054,0.014099,1.801731641,6.709
227,1,2011,10,6,23,0.009457,0.020755,2.441495956,7.673
228,1,2011,10,6,23,0.003562,0.010648,1.221454614,5.965
229,1,2011,10,6,23,0.016754,0.00825,1.68373666,7.845
230,1,2011,10,6,23,0.002211,0.010536,1.186297635,5.864
231,1,2011,10,6,23,0.016781,0.023651,2.985737902,7.91
232,1,2011,10,6,23,0.019757,0.01627,2.458542561,7.953
233,1,2011,10,6,23,0.048566,0.07418,9.206204333,17.452
234,1,2011,10,6,23,0.002368,0.033756,3.758793263,13.0177
235,1,2011,10,6,23,0.00312,0.014278,1.609234581,6.451
236,1,2011,10,6,23,0.011195,0.005274,1.110852583,10.586
237,1,2011,10,6,23,0.026065,0.020548,3.168748541,10.304
238,1,2011,10,6,23,0.033102,0.003175,2.810143748,12.3817
239,1,2011,10,6,23,0.008253,0.038577,4.345553668,11.95
240,1,2011,10,6,23,0.015852,0.031148,3.712144525,10.564
241,1,2011,10,6,23,0.007102,0.016995,1.982216721,8.458
242,1,2011,10,6,23,0.013115,0.000555,1.106061369,5.767
243,1,2011,10,6,23,0.012109,0.011778,1.659350055,6.855
244,1,2011,10,6,23,0.013407,0.022572,2.752189666,8.059
245,1,2011,10,6,23,0.033862,0.041442,5.419224434,12.281
246,1,2011,10,6,23,0.014475,0.029832,3.534016002,10.366
247,1,2011,10,6,23,0.106143,0.037345,9.857786902,27.1283
248,1,2011,10,6,23,0.210663,0.121978,22.34441932,56.7867
249,1,2011,10,6,23,0.006747,0.022016,2.513194159,8.397
250,1,2011,10,6,23,0.030168,0.010868,2.813556832,11.033
251,1,2011,10,6,23,0.100508,0.021278,8.789303092,23.481
252,1,2011,10,6,23,0.028815,0.070458,8.201700357,17.154
253,1,2011,10,6,23,0.009747,0.027714,3.189200406,10.112
254,1,2011,10,6,23,0.007956,0.06332,7.072736694,18.2335
255,1,2011,10,6,23,0.037874,0.06149,7.544345927,16.032
256,1,2011,10,6,23,0.003068,0.022584,2.524494852,8.615
257,1,2011,10,6,23,0.046835,0.042986,6.198044986,15.6847
258,1,2011,10,6,23,0.03798,0.00189,3.208176734,13.3317
259,1,2011,10,6,23,0.047765,0.066486,8.418713252,16.5
260,1,2011,10,6,23,0.027885,0.018003,3.077886668,10.879
261,1,2011,10,6,23,0.033982,0.035063,4.837797053,12.903
262,1,2011,10,6,23,0.13613,0.066007,13.61632335,30.8576
263,1,2011,10,6,23,0.058563,0.011658,5.100536603,19.3667
264,1,2011,10,6,23,0.017806,0.060279,6.868540667,16.655
265,1,2011,10,6,23,0.019852,0.010578,2.045203169,7.818
266,1,2011,10,6,23,0.018285,0.054254,6.226381047,15.3888
267,1,2011,10,6,23,0.022473,0.074583,8.506835875,21.3877
268,1,2011,10,6,23,0.181348,0.11584,19.9896254,50.8884
269,1,2011,10,6,23,0.021142,0.021007,2.937042612,9.283
270,1,2011,10,6,23,0.003118,0.001355,0.302876469,5.551
271,1,2011,10,6,23,0.001868,0.006323,0.720471494,5.343
272,1,2013,3,3,12,0.017419,0.026701,3.311640872,11.236
273,1,2013,3,3,12,0.029331,0.003705,2.503849313,12.954
274,1,2013,3,3,12,0.019542,0.0271,3.433699043,11.271
275,1,2013,3,3,12,0.016283,0.001501,1.381179785,7.463
276,1,2013,3,3,12,0.01011,0.010374,1.433804174,7.236
277,1,2013,6,4,3,0.028233,0.049658,6.013409444,16.182
278,1,2013,6,4,3,0.011206,0.013409,1.764701849,6.609
279,1,2010,9,6,22,0,0,0,34.321
280,1,2013,7,4,23,0.026935,0.005177,2.340355121,9.182
281,1,2009,12,3,2,0.019163,0.073416,8.321765551,18.918
282,1,2009,10,3,3,0.007507,0.009642,1.244870962,4.916
283,1,2011,9,6,22,0.032864,0.075206,8.809387631,19.6865
284,1,2011,9,6,22,0.034905,0.017982,3.55696925,10.501
285,1,2015,6,0,20,0.02934265,0.00637436,2.571324623,11.995
286,1,2014,7,2,8,0.025222,0.016248,2.789328301,12.8413
287,1,2014,7,2,8,0.019455,0.031428,3.859117217,13.12
288,1,2011,12,3,13,0.016611,0.017149,2.365433249,8.493
289,1,2011,12,3,13,0.006901,0.006367,0.916100898,5.591
290,1,2011,10,1,22,0.037359,0.046551,6.057763014,15.211
291,1,2011,10,1,22,0.0119,0.0244,2.892574085,9.066
292,1,2011,10,1,22,0.01578,0.015187,2.149310136,7.566
293,1,2013,9,5,16,0.014352,0.019882,2.519562619,9.129
294,1,2013,9,5,16,0.026051,0.014103,2.69694896,11.7437
295,1,2014,2,3,9,0.003815,0.008155,0.962028939,5.554
296,1,2014,2,3,9,0.012341,0.002071,1.064366064,6.897
297,1,2014,2,3,9,0.005223,0.005622,0.764465472,5.811
298,1,2009,6,2,16,0.125077,0.04654,11.73834021,30.1919
299,1,2009,6,2,16,0.009014,0.000517,0.761492713,5.371
300,1,2009,6,2,16,8.00E-05,0.019558,2.174760819,9.0577
301,1,2009,6,2,16,0.149795,0.135937,19.69466145,42.3195
302,1,2009,6,2,16,0.007525,0.031423,3.551145374,12.5967
303,1,2009,6,2,16,0.13008,0.060203,12.84142987,33.5134
304,1,2009,6,2,16,0.009237,0.015056,1.846079469,6.531
305,1,2009,6,2,16,0.00117,0.001615,0.204841427,5.353
306,1,2009,6,2,16,0.005722,0.024393,2.754830848,9.108
307,1,2009,6,2,16,0.00243,0.028641,3.19130254,10.419
308,1,2009,6,2,16,0.010545,0.011749,1.579735582,6.772
309,1,2009,6,2,16,0.003038,0.00089,0.274368361,4.69
310,1,2009,6,2,16,0.00343,0.004948,0.621448479,4.262
311,1,2009,6,2,16,0.012528,0.012583,1.752621945,7.26
312,1,2009,6,2,16,0.018065,0.023395,3.013788115,8.51
313,1,2009,6,2,16,0.002013,0.00799,0.904479102,5.214
314,1,2009,6,2,16,0.02032,0.011098,2.110679871,8.929
315,1,2009,6,2,16,0.01103,4.40E-05,0.928888194,5.811
316,1,2009,6,2,16,0.010474,0.013775,1.76746446,6.46
317,1,2009,6,2,16,0.026431,0.016619,2.893126756,9.876
318,1,2009,6,2,16,0,0,0,37.66
319,1,2009,6,2,16,0.008918,0.036355,4.111702652,12.443
320,1,2009,6,2,16,0.012425,0.006228,1.25520751,6.29
321,1,2009,6,2,16,0.001105,0.000957,0.141383266,11.396
322,1,2009,6,2,16,0.010019,0.014988,1.867907005,6.731
323,1,2009,6,2,16,0.011087,0.018177,2.226436542,6.779
324,1,2009,6,2,16,0.015152,0.025375,3.09670381,9.306
325,1,2009,6,2,16,0.021658,0.029756,3.778438713,14.4812
326,1,2009,6,2,16,0.012262,0.019579,2.409391538,7.311
327,1,2009,6,2,16,0.014638,0.014483,2.028211374,6.748
328,1,2009,6,2,16,0.008988,8.50E-05,0.756764251,5.441
329,1,2009,6,2,16,0.177313,0.024698,15.19604547,41.1818
330,1,2009,6,2,16,0.025679,0.016792,2.857356939,9.673
331,1,2009,6,2,16,0.117753,0.00838,9.960479091,31.6145
332,1,2009,6,2,16,0.012082,0.01379,1.840280071,6.629
333,1,2009,6,2,16,0.007197,0.00857,1.129408322,5.806
334,1,2009,6,2,16,0.00589,0.011275,1.34826055,5.991
335,1,2009,6,2,16,0.012766,0.008165,1.407152033,6.522
336,1,2009,6,2,16,0.05614,0.001848,4.732241743,12.9577
337,1,2009,6,2,16,0.008265,0.008735,1.194842744,5.79
338,1,2009,6,2,16,0.109786,0.01151,9.333727146,30.3746
339,1,2009,6,2,16,0.008127,0.01506,1.809013283,6.766
340,1,2009,6,2,16,0.002671,0.020395,2.278960985,8.976
341,1,2009,6,2,16,0.07595,0.000931,6.396507481,19.323
342,1,2009,6,2,16,0.036349,0.012724,3.372315489,13.711
343,1,2009,6,2,16,0.017239,0.012364,1.999839469,7.35
344,1,2009,6,2,16,0.026785,0.026576,3.718212292,12.4397
345,1,2009,6,2,16,0.005753,0.008182,1.030860987,4.873
346,1,2009,6,2,16,0.000399,0.008186,0.910862156,5.524
347,1,2009,6,2,16,0.00645,0.006135,0.872047767,5.125
348,1,2009,6,2,16,0.0026,0.001785,0.295527879,4.941
349,1,2009,6,2,16,0.006822,0.020459,2.346380103,8.196
350,1,2009,6,2,16,0.000475,0.024154,2.686100371,9.043
351,1,2009,6,2,16,0.097198,0.007201,8.223768886,27.0124
352,1,2009,6,2,16,1.50E-05,7.00E-06,0.00148577,44.9129
353,1,2009,6,2,16,0.019601,0.03657,4.388894638,12.155
354,1,2009,6,2,16,0.00253,0.006615,0.765796141,4.989
355,1,2009,6,2,16,0.008667,0.017601,2.088912011,7.234
356,1,2009,6,2,16,0.101522,0.016982,8.755945959,30.7735
357,1,2009,6,2,16,0.000945,0.007648,0.854134558,5.128
358,1,2009,6,2,16,0.0273,0.05155,6.176456271,15.1097
359,1,2009,6,2,16,0.029813,0.06305,7.447039923,17.084
360,1,2009,6,2,16,0.005035,0.00061,0.429485485,4.771
361,1,2009,6,2,16,0.006625,0.008146,1.063943174,5.512
362,1,2009,6,2,16,0.015482,0.007908,1.573046247,6.476
363,1,2009,6,2,16,0.012768,0.001198,1.084061188,5.89
364,1,2009,6,2,16,0.037562,0.01736,3.704970394,12.517
365,1,2009,6,2,16,0.001977,0.033132,3.687871059,12.9777
366,1,2009,6,2,16,0.00556,0.010103,1.217050443,5.44
367,1,2009,6,2,16,0.017232,0.025909,3.225749897,11.492
368,1,2009,6,2,16,0.023553,0.011535,2.361794591,9.693
369,1,2009,6,2,16,0.002658,0.039764,4.427215046,12.332
370,1,2009,6,2,16,0.007373,0.034796,3.9186886,12.3647
371,1,2009,6,2,16,0.008471,0.01227,1.53980008,5.576
372,1,2009,6,2,16,0.017565,0.03262,3.917504564,10.9147
373,1,2009,6,2,16,0.005987,0.007033,0.930534712,4.905
374,1,2009,6,2,16,0.003963,0.005314,0.678629195,4.126
375,1,2009,6,2,16,0.007588,0.000991,0.648525276,5.148
376,1,2009,6,2,16,0.013218,0.014312,1.942397902,7.566
377,1,2009,6,2,16,0.00391,0.010944,1.260671463,8.779
378,1,2009,6,2,16,0.01265,0.008954,1.458251171,7.352
379,1,2009,6,2,16,0.013624,0.011216,1.694632307,6.506
380,1,2009,6,2,16,0.001005,0.010006,1.115831538,5.684
381,1,2009,6,2,16,0.010791,0.012835,1.692382292,6.511
382,1,2009,6,2,16,0.010618,0.014246,1.819249361,6.162
383,1,2009,6,2,16,0.00796,0.020525,2.378682362,7.565
384,1,2009,6,2,16,0.013067,0.00489,1.22809624,5.754
385,1,2009,6,2,16,0.019003,0.010865,2.004745442,7.514
386,1,2009,6,2,16,0.008107,0.007112,1.04473508,5.786
387,1,2009,6,2,16,0.016077,0.008697,1.663823339,6.933
388,1,2009,6,2,16,0.047798,0.051922,7.039544115,17.8358
389,1,2009,6,2,16,0.01022,0.009408,1.354682022,5.769
390,1,2009,6,2,16,0.009765,0.016757,2.036651202,7.082
391,1,2009,6,2,16,0.012655,0.028445,3.337535907,12.702
392,1,2009,6,2,16,0.012471,0.017405,2.201841054,6.84
393,1,2009,6,2,16,0.012787,0.013836,1.877890644,8.006
394,1,2009,6,2,16,0.003855,0.027408,3.064915522,10.991
395,1,2009,6,2,16,0.006533,0.008389,1.083130026,5.176
396,1,2009,6,2,16,0.06733,0.015028,5.912268128,15.9669
397,1,2009,6,2,16,0.00987,0.013582,1.724084436,5.654
398,1,2009,6,2,16,0.031885,0.057541,6.939056884,17.434
399,1,2009,6,2,16,0.004037,0.020629,2.318910725,9.27
400,1,2013,6,2,11,0.00688,0.000842,0.586823462,5.006
401,1,2014,9,4,10,0.000244,0.004839,0.538464903,4.819
402,1,2014,9,4,10,0.017789,0.006656,1.670934432,9.99
403,1,2014,9,4,10,0.111042,0.008939,9.403938812,38.988
404,1,2014,9,4,10,0.022105,0.001446,1.869644902,10.545
405,1,2012,9,2,12,0.016244,0.014904,2.149315831,9.314
406,1,2012,9,2,12,0.004486,0.010783,1.257126403,6.292
407,1,2009,3,6,4,0.078884,0.037818,7.864121848,20.999
408,1,2009,8,3,2,0.04438,0.078702,9.515085794,17.1097
409,1,2009,5,5,20,0.015846,0.029116,3.502085746,10.0847
410,1,2009,5,5,20,0.031426,0.005438,2.714271589,11.3041
411,1,2011,2,6,2,0.008626,0.01898,2.232134896,7.139
412,1,2011,2,6,2,0.050858,0.077307,9.604276975,17.515
413,1,2011,6,4,12,0.005955,0.008676,1.087477425,5.13
414,1,2011,6,4,12,0.015496,0.035914,4.201182447,11.78
415,1,2011,6,4,12,0.0226,0.031202,3.957351582,11.1017
416,1,2011,6,4,12,0.006665,0.009697,1.2156161,4.979
417,1,2011,6,4,12,0,0,0,36.2647
418,1,2011,6,4,12,0.02567,0.00519,2.237963634,10.762
